,row_id,date,country,store,product,num_sold
76,76,2015-01-05,Finland,KaggleRama,Kaggle Hat,668
77,77,2015-01-05,Finland,KaggleRama,Kaggle Sticker,187
78,78,2015-01-05,Norway,KaggleMart,Kaggle Mug,435
79,79,2015-01-05,Norway,KaggleMart,Kaggle Hat,671
80,80,2015-01-05,Norway,KaggleMart,Kaggle Sticker,184
81,81,2015-01-05,Norway,KaggleRama,Kaggle Mug,739
82,82,2015-01-05,Norway,KaggleRama,Kaggle Hat,1126
83,83,2015-01-05,Norway,KaggleRama,Kaggle Sticker,310
84,84,2015-01-05,Sweden,KaggleMart,Kaggle Mug,298
85,85,2015-01-05,Sweden,KaggleMart,Kaggle Hat,442
86,86,2015-01-05,Sweden,KaggleMart,Kaggle Sticker,127
87,87,2015-01-05,Sweden,KaggleRama,Kaggle Mug,512
88,88,2015-01-05,Sweden,KaggleRama,Kaggle Hat,796
89,89,2015-01-05,Sweden,KaggleRama,Kaggle Sticker,227
90,90,2015-01-06,Finland,KaggleMart,Kaggle Mug,223
91,91,2015-01-06,Finland,KaggleMart,Kaggle Hat,389
92,92,2015-01-06,Finland,KaggleMart,Kaggle Sticker,99
93,93,2015-01-06,Finland,KaggleRama,Kaggle Mug,407
94,94,2015-01-06,Finland,KaggleRama,Kaggle Hat,636
95,95,2015-01-06,Finland,KaggleRama,Kaggle Sticker,168
96,96,2015-01-06,Norway,KaggleMart,Kaggle Mug,402
97,97,2015-01-06,Norway,KaggleMart,Kaggle Hat,683
98,98,2015-01-06,Norway,KaggleMart,Kaggle Sticker,181
99,99,2015-01-06,Norway,KaggleRama,Kaggle Mug,681
100,100,2015-01-06,Norway,KaggleRama,Kaggle Hat,1131
101,101,2015-01-06,Norway,KaggleRama,Kaggle Sticker,306
102,102,2015-01-06,Sweden,KaggleMart,Kaggle Mug,256
103,103,2015-01-06,Sweden,KaggleMart,Kaggle Hat,411
104,104,2015-01-06,Sweden,KaggleMart,Kaggle Sticker,111
105,105,2015-01-06,Sweden,KaggleRama,Kaggle Mug,471
106,106,2015-01-06,Sweden,KaggleRama,Kaggle Hat,853
107,107,2015-01-06,Sweden,KaggleRama,Kaggle Sticker,206
108,108,2015-01-07,Finland,KaggleMart,Kaggle Mug,229
109,109,2015-01-07,Finland,KaggleMart,Kaggle Hat,342
110,110,2015-01-07,Finland,KaggleMart,Kaggle Sticker,91
111,111,2015-01-07,Finland,KaggleRama,Kaggle Mug,356
112,112,2015-01-07,Finland,KaggleRama,Kaggle Hat,576
113,113,2015-01-07,Finland,KaggleRama,Kaggle Sticker,173
114,114,2015-01-07,Norway,KaggleMart,Kaggle Mug,371
115,115,2015-01-07,Norway,KaggleMart,Kaggle Hat,504
116,116,2015-01-07,Norway,KaggleMart,Kaggle Sticker,149
117,117,2015-01-07,Norway,KaggleRama,Kaggle Mug,653
118,118,2015-01-07,Norway,KaggleRama,Kaggle Hat,958
119,119,2015-01-07,Norway,KaggleRama,Kaggle Sticker,262
120,120,2015-01-07,Sweden,KaggleMart,Kaggle Mug,256
121,121,2015-01-07,Sweden,KaggleMart,Kaggle Hat,415
122,122,2015-01-07,Sweden,KaggleMart,Kaggle Sticker,119
123,123,2015-01-07,Sweden,KaggleRama,Kaggle Mug,442
124,124,2015-01-07,Sweden,KaggleRama,Kaggle Hat,689
125,125,2015-01-07,Sweden,KaggleRama,Kaggle Sticker,208
126,126,2015-01-08,Finland,KaggleMart,Kaggle Mug,205
127,127,2015-01-08,Finland,KaggleMart,Kaggle Hat,355
128,128,2015-01-08,Finland,KaggleMart,Kaggle Sticker,93
129,129,2015-01-08,Finland,KaggleRama,Kaggle Mug,353
130,130,2015-01-08,Finland,KaggleRama,Kaggle Hat,581
131,131,2015-01-08,Finland,KaggleRama,Kaggle Sticker,163
132,132,2015-01-08,Norway,KaggleMart,Kaggle Mug,361
133,133,2015-01-08,Norway,KaggleMart,Kaggle Hat,574
134,134,2015-01-08,Norway,KaggleMart,Kaggle Sticker,163
135,135,2015-01-08,Norway,KaggleRama,Kaggle Mug,538
136,136,2015-01-08,Norway,KaggleRama,Kaggle Hat,1004
137,137,2015-01-08,Norway,KaggleRama,Kaggle Sticker,263
138,138,2015-01-08,Sweden,KaggleMart,Kaggle Mug,259
139,139,2015-01-08,Sweden,KaggleMart,Kaggle Hat,402
140,140,2015-01-08,Sweden,KaggleMart,Kaggle Sticker,121
141,141,2015-01-08,Sweden,KaggleRama,Kaggle Mug,493
142,142,2015-01-08,Sweden,KaggleRama,Kaggle Hat,723
143,143,2015-01-08,Sweden,KaggleRama,Kaggle Sticker,202
144,144,2015-01-09,Finland,KaggleMart,Kaggle Mug,223
145,145,2015-01-09,Finland,KaggleMart,Kaggle Hat,344
146,146,2015-01-09,Finland,KaggleMart,Kaggle Sticker,101
147,147,2015-01-09,Finland,KaggleRama,Kaggle Mug,386
148,148,2015-01-09,Finland,KaggleRama,Kaggle Hat,634
149,149,2015-01-09,Finland,KaggleRama,Kaggle Sticker,165
150,150,2015-01-09,Norway,KaggleMart,Kaggle Mug,338
151,151,2015-01-09,Norway,KaggleMart,Kaggle Hat,566
152,152,2015-01-09,Norway,KaggleMart,Kaggle Sticker,153
153,153,2015-01-09,Norway,KaggleRama,Kaggle Mug,605
154,154,2015-01-09,Norway,KaggleRama,Kaggle Hat,1053
155,155,2015-01-09,Norway,KaggleRama,Kaggle Sticker,258
156,156,2015-01-09,Sweden,KaggleMart,Kaggle Mug,268
157,157,2015-01-09,Sweden,KaggleMart,Kaggle Hat,422
158,158,2015-01-09,Sweden,KaggleMart,Kaggle Sticker,121
159,159,2015-01-09,Sweden,KaggleRama,Kaggle Mug,479
160,160,2015-01-09,Sweden,KaggleRama,Kaggle Hat,731
161,161,2015-01-09,Sweden,KaggleRama,Kaggle Sticker,194
162,162,2015-01-10,Finland,KaggleMart,Kaggle Mug,280
163,163,2015-01-10,Finland,KaggleMart,Kaggle Hat,456
164,164,2015-01-10,Finland,KaggleMart,Kaggle Sticker,126
165,165,2015-01-10,Finland,KaggleRama,Kaggle Mug,469
166,166,2015-01-10,Finland,KaggleRama,Kaggle Hat,703
167,167,2015-01-10,Finland,KaggleRama,Kaggle Sticker,198
168,168,2015-01-10,Norway,KaggleMart,Kaggle Mug,433
169,169,2015-01-10,Norway,KaggleMart,Kaggle Hat,512
170,170,2015-01-10,Norway,KaggleMart,Kaggle Sticker,172
171,171,2015-01-10,Norway,KaggleRama,Kaggle Mug,602
172,172,2015-01-10,Norway,KaggleRama,Kaggle Hat,1122
173,173,2015-01-10,Norway,KaggleRama,Kaggle Sticker,326
174,174,2015-01-10,Sweden,KaggleMart,Kaggle Mug,332
175,175,2015-01-10,Sweden,KaggleMart,Kaggle Hat,547
176,176,2015-01-10,Sweden,KaggleMart,Kaggle Sticker,137
177,177,2015-01-10,Sweden,KaggleRama,Kaggle Mug,536
178,178,2015-01-10,Sweden,KaggleRama,Kaggle Hat,955
179,179,2015-01-10,Sweden,KaggleRama,Kaggle Sticker,254
180,180,2015-01-11,Finland,KaggleMart,Kaggle Mug,231
181,181,2015-01-11,Finland,KaggleMart,Kaggle Hat,447
182,182,2015-01-11,Finland,KaggleMart,Kaggle Sticker,114
183,183,2015-01-11,Finland,KaggleRama,Kaggle Mug,454
184,184,2015-01-11,Finland,KaggleRama,Kaggle Hat,676
185,185,2015-01-11,Finland,KaggleRama,Kaggle Sticker,205
186,186,2015-01-11,Norway,KaggleMart,Kaggle Mug,387
187,187,2015-01-11,Norway,KaggleMart,Kaggle Hat,679
188,188,2015-01-11,Norway,KaggleMart,Kaggle Sticker,170
189,189,2015-01-11,Norway,KaggleRama,Kaggle Mug,717
190,190,2015-01-11,Norway,KaggleRama,Kaggle Hat,1109
191,191,2015-01-11,Norway,KaggleRama,Kaggle Sticker,301
192,192,2015-01-11,Sweden,KaggleMart,Kaggle Mug,354
193,193,2015-01-11,Sweden,KaggleMart,Kaggle Hat,531
194,194,2015-01-11,Sweden,KaggleMart,Kaggle Sticker,142
195,195,2015-01-11,Sweden,KaggleRama,Kaggle Mug,538
196,196,2015-01-11,Sweden,KaggleRama,Kaggle Hat,882
197,197,2015-01-11,Sweden,KaggleRama,Kaggle Sticker,243
198,198,2015-01-12,Finland,KaggleMart,Kaggle Mug,197
199,199,2015-01-12,Finland,KaggleMart,Kaggle Hat,324
200,200,2015-01-12,Finland,KaggleMart,Kaggle Sticker,84
201,201,2015-01-12,Finland,KaggleRama,Kaggle Mug,354
202,202,2015-01-12,Finland,KaggleRama,Kaggle Hat,560
203,203,2015-01-12,Finland,KaggleRama,Kaggle Sticker,151
204,204,2015-01-12,Norway,KaggleMart,Kaggle Mug,323
205,205,2015-01-12,Norway,KaggleMart,Kaggle Hat,510
206,206,2015-01-12,Norway,KaggleMart,Kaggle Sticker,147
207,207,2015-01-12,Norway,KaggleRama,Kaggle Mug,534
208,208,2015-01-12,Norway,KaggleRama,Kaggle Hat,885
209,209,2015-01-12,Norway,KaggleRama,Kaggle Sticker,265
210,210,2015-01-12,Sweden,KaggleMart,Kaggle Mug,245
211,211,2015-01-12,Sweden,KaggleMart,Kaggle Hat,360
212,212,2015-01-12,Sweden,KaggleMart,Kaggle Sticker,118
213,213,2015-01-12,Sweden,KaggleRama,Kaggle Mug,456
214,214,2015-01-12,Sweden,KaggleRama,Kaggle Hat,642
215,215,2015-01-12,Sweden,KaggleRama,Kaggle Sticker,168
216,216,2015-01-13,Finland,KaggleMart,Kaggle Mug,186
217,217,2015-01-13,Finland,KaggleMart,Kaggle Hat,318
218,218,2015-01-13,Finland,KaggleMart,Kaggle Sticker,84
219,219,2015-01-13,Finland,KaggleRama,Kaggle Mug,354
220,220,2015-01-13,Finland,KaggleRama,Kaggle Hat,580
221,221,2015-01-13,Finland,KaggleRama,Kaggle Sticker,149
222,222,2015-01-13,Norway,KaggleMart,Kaggle Mug,311
223,223,2015-01-13,Norway,KaggleMart,Kaggle Hat,522
224,224,2015-01-13,Norway,KaggleMart,Kaggle Sticker,140
225,225,2015-01-13,Norway,KaggleRama,Kaggle Mug,534
226,226,2015-01-13,Norway,KaggleRama,Kaggle Hat,939
227,227,2015-01-13,Norway,KaggleRama,Kaggle Sticker,231
228,228,2015-01-13,Sweden,KaggleMart,Kaggle Mug,221
229,229,2015-01-13,Sweden,KaggleMart,Kaggle Hat,355
230,230,2015-01-13,Sweden,KaggleMart,Kaggle Sticker,101
231,231,2015-01-13,Sweden,KaggleRama,Kaggle Mug,409
232,232,2015-01-13,Sweden,KaggleRama,Kaggle Hat,653
233,233,2015-01-13,Sweden,KaggleRama,Kaggle Sticker,173
234,234,2015-01-14,Finland,KaggleMart,Kaggle Mug,187
235,235,2015-01-14,Finland,KaggleMart,Kaggle Hat,324
236,236,2015-01-14,Finland,KaggleMart,Kaggle Sticker,86
237,237,2015-01-14,Finland,KaggleRama,Kaggle Mug,337
238,238,2015-01-14,Finland,KaggleRama,Kaggle Hat,547
239,239,2015-01-14,Finland,KaggleRama,Kaggle Sticker,142
240,240,2015-01-14,Norway,KaggleMart,Kaggle Mug,325
241,241,2015-01-14,Norway,KaggleMart,Kaggle Hat,495
242,242,2015-01-14,Norway,KaggleMart,Kaggle Sticker,144
243,243,2015-01-14,Norway,KaggleRama,Kaggle Mug,545
244,244,2015-01-14,Norway,KaggleRama,Kaggle Hat,946
245,245,2015-01-14,Norway,KaggleRama,Kaggle Sticker,247
246,246,2015-01-14,Sweden,KaggleMart,Kaggle Mug,235
247,247,2015-01-14,Sweden,KaggleMart,Kaggle Hat,339
248,248,2015-01-14,Sweden,KaggleMart,Kaggle Sticker,102
249,249,2015-01-14,Sweden,KaggleRama,Kaggle Mug,402
250,250,2015-01-14,Sweden,KaggleRama,Kaggle Hat,649
251,251,2015-01-14,Sweden,KaggleRama,Kaggle Sticker,177
252,252,2015-01-15,Finland,KaggleMart,Kaggle Mug,184
253,253,2015-01-15,Finland,KaggleMart,Kaggle Hat,295
254,254,2015-01-15,Finland,KaggleMart,Kaggle Sticker,77
255,255,2015-01-15,Finland,KaggleRama,Kaggle Mug,306
256,256,2015-01-15,Finland,KaggleRama,Kaggle Hat,569
257,257,2015-01-15,Finland,KaggleRama,Kaggle Sticker,149
258,258,2015-01-15,Norway,KaggleMart,Kaggle Mug,316
259,259,2015-01-15,Norway,KaggleMart,Kaggle Hat,505
260,260,2015-01-15,Norway,KaggleMart,Kaggle Sticker,135
261,261,2015-01-15,Norway,KaggleRama,Kaggle Mug,564
262,262,2015-01-15,Norway,KaggleRama,Kaggle Hat,972
263,263,2015-01-15,Norway,KaggleRama,Kaggle Sticker,252
264,264,2015-01-15,Sweden,KaggleMart,Kaggle Mug,220
265,265,2015-01-15,Sweden,KaggleMart,Kaggle Hat,362
266,266,2015-01-15,Sweden,KaggleMart,Kaggle Sticker,94
267,267,2015-01-15,Sweden,KaggleRama,Kaggle Mug,363
268,268,2015-01-15,Sweden,KaggleRama,Kaggle Hat,593
269,269,2015-01-15,Sweden,KaggleRama,Kaggle Sticker,157
270,270,2015-01-16,Finland,KaggleMart,Kaggle Mug,196
271,271,2015-01-16,Finland,KaggleMart,Kaggle Hat,292
272,272,2015-01-16,Finland,KaggleMart,Kaggle Sticker,89
273,273,2015-01-16,Finland,KaggleRama,Kaggle Mug,332
274,274,2015-01-16,Finland,KaggleRama,Kaggle Hat,474
275,275,2015-01-16,Finland,KaggleRama,Kaggle Sticker,151
276,276,2015-01-16,Norway,KaggleMart,Kaggle Mug,347
277,277,2015-01-16,Norway,KaggleMart,Kaggle Hat,514
278,278,2015-01-16,Norway,KaggleMart,Kaggle Sticker,171
279,279,2015-01-16,Norway,KaggleRama,Kaggle Mug,571
280,280,2015-01-16,Norway,KaggleRama,Kaggle Hat,1008
281,281,2015-01-16,Norway,KaggleRama,Kaggle Sticker,253
282,282,2015-01-16,Sweden,KaggleMart,Kaggle Mug,213
283,283,2015-01-16,Sweden,KaggleMart,Kaggle Hat,376
284,284,2015-01-16,Sweden,KaggleMart,Kaggle Sticker,98
285,285,2015-01-16,Sweden,KaggleRama,Kaggle Mug,396
286,286,2015-01-16,Sweden,KaggleRama,Kaggle Hat,635
287,287,2015-01-16,Sweden,KaggleRama,Kaggle Sticker,180
288,288,2015-01-17,Finland,KaggleMart,Kaggle Mug,220
289,289,2015-01-17,Finland,KaggleMart,Kaggle Hat,427
290,290,2015-01-17,Finland,KaggleMart,Kaggle Sticker,111
291,291,2015-01-17,Finland,KaggleRama,Kaggle Mug,406
292,292,2015-01-17,Finland,KaggleRama,Kaggle Hat,701
293,293,2015-01-17,Finland,KaggleRama,Kaggle Sticker,176
294,294,2015-01-17,Norway,KaggleMart,Kaggle Mug,399
295,295,2015-01-17,Norway,KaggleMart,Kaggle Hat,671
296,296,2015-01-17,Norway,KaggleMart,Kaggle Sticker,184
297,297,2015-01-17,Norway,KaggleRama,Kaggle Mug,712
298,298,2015-01-17,Norway,KaggleRama,Kaggle Hat,1109
299,299,2015-01-17,Norway,KaggleRama,Kaggle Sticker,316
300,300,2015-01-17,Sweden,KaggleMart,Kaggle Mug,254
301,301,2015-01-17,Sweden,KaggleMart,Kaggle Hat,487
302,302,2015-01-17,Sweden,KaggleMart,Kaggle Sticker,123
303,303,2015-01-17,Sweden,KaggleRama,Kaggle Mug,507
304,304,2015-01-17,Sweden,KaggleRama,Kaggle Hat,781
305,305,2015-01-17,Sweden,KaggleRama,Kaggle Sticker,196
306,306,2015-01-18,Finland,KaggleMart,Kaggle Mug,233
307,307,2015-01-18,Finland,KaggleMart,Kaggle Hat,371
308,308,2015-01-18,Finland,KaggleMart,Kaggle Sticker,104
309,309,2015-01-18,Finland,KaggleRama,Kaggle Mug,396
310,310,2015-01-18,Finland,KaggleRama,Kaggle Hat,617
311,311,2015-01-18,Finland,KaggleRama,Kaggle Sticker,163
312,312,2015-01-18,Norway,KaggleMart,Kaggle Mug,411
313,313,2015-01-18,Norway,KaggleMart,Kaggle Hat,626
314,314,2015-01-18,Norway,KaggleMart,Kaggle Sticker,161
315,315,2015-01-18,Norway,KaggleRama,Kaggle Mug,698
316,316,2015-01-18,Norway,KaggleRama,Kaggle Hat,1109
317,317,2015-01-18,Norway,KaggleRama,Kaggle Sticker,299
318,318,2015-01-18,Sweden,KaggleMart,Kaggle Mug,246
319,319,2015-01-18,Sweden,KaggleMart,Kaggle Hat,443
320,320,2015-01-18,Sweden,KaggleMart,Kaggle Sticker,127
321,321,2015-01-18,Sweden,KaggleRama,Kaggle Mug,485
322,322,2015-01-18,Sweden,KaggleRama,Kaggle Hat,851
323,323,2015-01-18,Sweden,KaggleRama,Kaggle Sticker,214
324,324,2015-01-19,Finland,KaggleMart,Kaggle Mug,166
325,325,2015-01-19,Finland,KaggleMart,Kaggle Hat,288
326,326,2015-01-19,Finland,KaggleMart,Kaggle Sticker,73
327,327,2015-01-19,Finland,KaggleRama,Kaggle Mug,343
328,328,2015-01-19,Finland,KaggleRama,Kaggle Hat,560
329,329,2015-01-19,Finland,KaggleRama,Kaggle Sticker,158
330,330,2015-01-19,Norway,KaggleMart,Kaggle Mug,303
331,331,2015-01-19,Norway,KaggleMart,Kaggle Hat,545
332,332,2015-01-19,Norway,KaggleMart,Kaggle Sticker,137
333,333,2015-01-19,Norway,KaggleRama,Kaggle Mug,527
334,334,2015-01-19,Norway,KaggleRama,Kaggle Hat,913
335,335,2015-01-19,Norway,KaggleRama,Kaggle Sticker,244
336,336,2015-01-19,Sweden,KaggleMart,Kaggle Mug,223
337,337,2015-01-19,Sweden,KaggleMart,Kaggle Hat,375
338,338,2015-01-19,Sweden,KaggleMart,Kaggle Sticker,106
339,339,2015-01-19,Sweden,KaggleRama,Kaggle Mug,369
340,340,2015-01-19,Sweden,KaggleRama,Kaggle Hat,569
341,341,2015-01-19,Sweden,KaggleRama,Kaggle Sticker,148
342,342,2015-01-20,Finland,KaggleMart,Kaggle Mug,188
343,343,2015-01-20,Finland,KaggleMart,Kaggle Hat,309
344,344,2015-01-20,Finland,KaggleMart,Kaggle Sticker,79
345,345,2015-01-20,Finland,KaggleRama,Kaggle Mug,326
346,346,2015-01-20,Finland,KaggleRama,Kaggle Hat,560
347,347,2015-01-20,Finland,KaggleRama,Kaggle Sticker,140
348,348,2015-01-20,Norway,KaggleMart,Kaggle Mug,335
349,349,2015-01-20,Norway,KaggleMart,Kaggle Hat,538
350,350,2015-01-20,Norway,KaggleMart,Kaggle Sticker,129
351,351,2015-01-20,Norway,KaggleRama,Kaggle Mug,533
352,352,2015-01-20,Norway,KaggleRama,Kaggle Hat,955
353,353,2015-01-20,Norway,KaggleRama,Kaggle Sticker,249
354,354,2015-01-20,Sweden,KaggleMart,Kaggle Mug,224
355,355,2015-01-20,Sweden,KaggleMart,Kaggle Hat,350
356,356,2015-01-20,Sweden,KaggleMart,Kaggle Sticker,97
357,357,2015-01-20,Sweden,KaggleRama,Kaggle Mug,382
358,358,2015-01-20,Sweden,KaggleRama,Kaggle Hat,653
359,359,2015-01-20,Sweden,KaggleRama,Kaggle Sticker,167
360,360,2015-01-21,Finland,KaggleMart,Kaggle Mug,172
361,361,2015-01-21,Finland,KaggleMart,Kaggle Hat,320
362,362,2015-01-21,Finland,KaggleMart,Kaggle Sticker,81
363,363,2015-01-21,Finland,KaggleRama,Kaggle Mug,318
364,364,2015-01-21,Finland,KaggleRama,Kaggle Hat,522
365,365,2015-01-21,Finland,KaggleRama,Kaggle Sticker,138
366,366,2015-01-21,Norway,KaggleMart,Kaggle Mug,309
367,367,2015-01-21,Norway,KaggleMart,Kaggle Hat,555
368,368,2015-01-21,Norway,KaggleMart,Kaggle Sticker,152
369,369,2015-01-21,Norway,KaggleRama,Kaggle Mug,596
370,370,2015-01-21,Norway,KaggleRama,Kaggle Hat,902
371,371,2015-01-21,Norway,KaggleRama,Kaggle Sticker,256
372,372,2015-01-21,Sweden,KaggleMart,Kaggle Mug,227
373,373,2015-01-21,Sweden,KaggleMart,Kaggle Hat,343
374,374,2015-01-21,Sweden,KaggleMart,Kaggle Sticker,87
375,375,2015-01-21,Sweden,KaggleRama,Kaggle Mug,366
376,376,2015-01-21,Sweden,KaggleRama,Kaggle Hat,674
377,377,2015-01-21,Sweden,KaggleRama,Kaggle Sticker,157
378,378,2015-01-22,Finland,KaggleMart,Kaggle Mug,174
379,379,2015-01-22,Finland,KaggleMart,Kaggle Hat,301
380,380,2015-01-22,Finland,KaggleMart,Kaggle Sticker,85
381,381,2015-01-22,Finland,KaggleRama,Kaggle Mug,333
382,382,2015-01-22,Finland,KaggleRama,Kaggle Hat,548
383,383,2015-01-22,Finland,KaggleRama,Kaggle Sticker,147
384,384,2015-01-22,Norway,KaggleMart,Kaggle Mug,332
385,385,2015-01-22,Norway,KaggleMart,Kaggle Hat,494
386,386,2015-01-22,Norway,KaggleMart,Kaggle Sticker,145
387,387,2015-01-22,Norway,KaggleRama,Kaggle Mug,467
388,388,2015-01-22,Norway,KaggleRama,Kaggle Hat,922
389,389,2015-01-22,Norway,KaggleRama,Kaggle Sticker,249
390,390,2015-01-22,Sweden,KaggleMart,Kaggle Mug,220
391,391,2015-01-22,Sweden,KaggleMart,Kaggle Hat,353
392,392,2015-01-22,Sweden,KaggleMart,Kaggle Sticker,93
393,393,2015-01-22,Sweden,KaggleRama,Kaggle Mug,382
394,394,2015-01-22,Sweden,KaggleRama,Kaggle Hat,628
395,395,2015-01-22,Sweden,KaggleRama,Kaggle Sticker,177
396,396,2015-01-23,Finland,KaggleMart,Kaggle Mug,188
397,397,2015-01-23,Finland,KaggleMart,Kaggle Hat,343
398,398,2015-01-23,Finland,KaggleMart,Kaggle Sticker,86
399,399,2015-01-23,Finland,KaggleRama,Kaggle Mug,350
400,400,2015-01-23,Finland,KaggleRama,Kaggle Hat,568
401,401,2015-01-23,Finland,KaggleRama,Kaggle Sticker,157
402,402,2015-01-23,Norway,KaggleMart,Kaggle Mug,350
403,403,2015-01-23,Norway,KaggleMart,Kaggle Hat,564
404,404,2015-01-23,Norway,KaggleMart,Kaggle Sticker,144
405,405,2015-01-23,Norway,KaggleRama,Kaggle Mug,539
406,406,2015-01-23,Norway,KaggleRama,Kaggle Hat,926
407,407,2015-01-23,Norway,KaggleRama,Kaggle Sticker,244
408,408,2015-01-23,Sweden,KaggleMart,Kaggle Mug,228
409,409,2015-01-23,Sweden,KaggleMart,Kaggle Hat,412
410,410,2015-01-23,Sweden,KaggleMart,Kaggle Sticker,111
411,411,2015-01-23,Sweden,KaggleRama,Kaggle Mug,388
412,412,2015-01-23,Sweden,KaggleRama,Kaggle Hat,672
413,413,2015-01-23,Sweden,KaggleRama,Kaggle Sticker,183
